Date,Quantity
2016-03-04,253.9
2016-03-11,262.9
2016-03-18,254.1
2016-03-25,252.9
2016-04-01,246.0
2016-04-08,250.0
2016-04-15,266.0
2016-04-22,273.0
2016-04-29,257.3
2016-05-06,249.0
2016-05-13,260.2
2016-05-20,266.4
2016-05-27,261.2
2016-06-03,255.2
2016-06-12,257.9
2016-06-17,236.2
2016-06-24,252.1
2016-07-01,263.0
2016-07-10,249.9
2016-07-17,261.2
2016-07-24,254.4
2016-07-31,250.6
2016-08-07,250.2
2016-08-14,252.7
2016-08-21,252.2
2016-08-28,262.5
2016-09-04,264.1
2016-09-11,265.3
2016-09-18,264.3
2016-09-25,246.5
2016-09-26,241.9
2016-10-09,258.4
2016-10-16,270.8
2016-10-23,262.0
2016-10-30,273.2
2016-11-06,274.06
2016-11-13,278.3
2016-11-20,271.4
2016-11-27,257.2
2016-12-04,263.6
2016-12-11,267.9
2016-12-18,267.1
2016-12-20,227.3
2016-12-31,256.0
2017-01-08,249.9
2017-01-15,269.2
2017-01-22,292.2
2017-02-02,231.1
2017-02-07,278.1
2017-02-19,267.2
2017-02-28,266.7
2017-03-04,264.8
2017-03-11,268.6
2017-03-18,262.4
2017-03-25,263.2
2017-04-01,266.6
2017-04-08,264.8
2017-04-15,283.0
2017-04-22,269.8
2017-04-29,275.5
2017-05-06,272.4
2017-05-13,278.3
2017-05-20,252.8
2017-05-27,282.3
2017-06-03,274.5
2017-06-12,280.4
2017-06-17,276.5
2017-06-24,288.81
2017-07-01,283.4
2017-07-10,291.2
2017-07-17,288.2
2017-07-24,287.62
2017-07-31,289.52
2017-08-07,266.99
2017-08-14,288.8
2017-08-21,298.8
2017-08-28,299.6
2017-09-04,294.02
2017-09-11,292.09
2017-09-18,295.64
2017-09-25,288.51
2017-09-26,284.77
2017-10-11,264.0
2017-10-18,263.86
2017-10-25,258.13
2017-11-01,276.0
2017-11-13,268.59
2017-11-20,285.68
2017-11-22,275.98
2017-11-29,261.75
2017-12-06,267.62
2017-12-13,263.78
2017-12-20,259.71
2017-12-27,266.5
2018-01-03,258.77
2018-01-10,268.27
2018-01-17,251.85
2018-01-24,274.53
2018-02-02,274.63
2018-02-14,309.09
2018-02-21,196.69
2018-03-04,289.07
2018-03-11,268.84
2018-03-14,249.83
2018-03-25,255.66
2018-04-01,265.05
2018-04-08,272.28
2018-04-15,271.81
2018-04-22,277.06
2018-04-29,278.6
2018-05-04,268.41
2018-05-09,271.83
2018-05-16,283.5
2018-05-23,286.19
2018-05-30,285.85
2018-06-06,275.52
2018-06-19,266.83
2018-06-24,281.51
2018-07-01,269.95
2018-07-04,287.32
2018-07-11,279.02
2018-07-18,274.46
2018-07-25,262.23
2018-08-01,279.37
2018-08-08,277.03
2018-08-15,272.62
2018-08-22,263.18
2018-08-29,281.82
2018-09-05,282.43
2018-09-12,287.48
2018-09-19,285.01
2018-09-26,293.95
2018-10-11,289.97
2018-10-18,291.93
2018-10-25,304.41
2018-11-01,307.89
2018-11-08,296.26
2018-11-15,287.29
2018-11-22,278.56
2018-11-29,276.23
2018-12-06,268.82
2018-12-13,267.65
2018-12-20,271.98
2018-12-27,265.23
2019-01-03,264.03
2019-01-10,279.47
2019-01-17,287.78
2019-01-24,301.37
2019-02-02,313.0
2019-02-14,266.76
2019-02-26,283.3
2019-02-28,292.31
2019-03-07,266.11
2019-03-14,248.73
2019-03-21,292.8
2019-03-28,277.14
2019-04-04,276.58
2019-04-11,289.83
2019-04-18,280.25
2019-04-25,283.0
2019-05-01,292.82
2019-05-09,297.9
2019-05-16,293.5
2019-05-23,297.14
2019-05-30,289.89
2019-06-06,295.0
2019-06-13,291.61
2019-06-24,281.68
2019-06-27,287.73
2019-07-04,281.02
2019-07-11,290.3
2019-07-18,291.85
2019-07-25,286.64
2019-08-01,262.1
2019-08-08,293.89
2019-08-15,254.65
2019-08-22,308.5
2019-08-29,310.4
2019-09-05,317.93
2019-09-12,317.0
2019-09-19,314.23
2019-09-26,287.0
2019-10-11,309.5
2019-10-18,301.22
2019-10-25,268.44
2019-11-01,312.19
2019-11-08,295.24
2019-11-15,316.43
2019-11-22,306.13
2019-11-29,304.35
2019-12-06,313.99
2019-12-13,318.0
2019-12-20,271.43
2019-12-27,305.82
2020-01-03,308.14
2020-01-09,304.42
2020-01-16,317.23
2020-01-23,300.15
2020-02-07,264.24
2020-02-19,275.9
2020-02-21,283.37
2020-02-28,296.24
2020-03-07,285.9
2020-03-14,301.11
2020-03-21,299.33
2020-03-28,310.56
2020-04-04,303.22
2020-04-11,304.11
2020-04-18,304.14
2020-04-25,305.69
2020-05-01,318.43
2020-05-09,316.44
2020-05-13,309.58
2020-05-16,300.61
2020-05-23,308.14
2020-05-30,301.94
2020-06-06,314.08
2020-06-13,296.3
2020-06-24,310.29
2020-06-27,319.67
2020-07-04,315.38
2020-07-11,315.98
2020-07-18,310.59
2020-07-25,280.35
2020-08-01,310.87
2020-08-08,315.87
2020-08-15,328.62
2020-08-22,327.36
2020-08-29,310.66
2020-09-05,325.55
2020-09-12,313.84
2020-09-19,317.6
2020-09-26,312.89
2020-10-09,292.81
2020-10-11,317.7
2020-10-18,311.85
2020-10-25,308.29
2020-11-01,313.06
2020-11-08,319.86
2020-11-15,317.41
2020-11-22,322.33
2020-11-29,321.33
2020-12-06,319.22
2020-12-13,306.15
2020-12-20,297.16
2020-12-27,303.96
2020-12-31,280.1
2021-01-09,302.26
2021-01-16,296.5
2021-01-23,318.76
2021-01-29,304.07
2021-02-07,328.01
2021-02-19,284.85
2021-02-28,294.97
2021-03-07,271.52
2021-03-14,278.57
2021-03-21,282.31
2021-03-28,306.54
2021-04-04,293.78
2021-04-11,280.91
2021-04-18,290.01
2021-04-25,284.4
2021-05-01,303.44
2021-05-09,296.13
2021-05-16,301.13
2021-05-23,291.37
2021-05-30,290.09
2021-06-06,294.46
2021-06-13,298.29
2021-06-17,300.53
2021-06-24,294.98
2021-07-03,258.28
2021-07-11,285.43
2021-07-18,277.09
2021-07-25,284.24
2021-08-01,248.82
2021-08-08,284.37
2021-08-15,299.17
2021-08-22,295.11
2021-08-29,296.48
2021-09-05,291.68
2021-09-12,283.26
2021-09-19,274.23
2021-09-26,281.8
2021-09-30,286.56
2021-10-11,274.19
2021-10-18,267.42
2021-10-25,276.33
2021-11-01,289.39
2021-11-08,283.79
2021-11-15,271.85
2021-11-22,289.75
2021-11-29,281.41
2021-12-06,276.09
2021-12-13,279.72
2021-12-20,286.13
2021-12-27,298.22
2021-12-31,294.06
2022-01-08,317.65
2022-01-15,312.17
2022-01-22,328.12
2022-01-29,324.59
2022-02-07,247.38
2022-02-19,247.88
2022-02-28,255.36
2022-03-07,293.79
2022-03-14,297.85
2022-03-21,276.25
2022-03-28,272.44
2022-04-04,264.21
2022-04-11,269.19
2022-04-18,301.5
2022-04-25,300.36
2022-05-01,308.25
2022-05-06,297.77
2022-05-09,315.66
2022-05-16,321.3
2022-05-23,330.7
2022-05-30,318.04
2022-06-06,323.42
2022-06-13,318.59
2022-06-17,306.24
2022-06-24,294.55
2022-07-03,283.13
2022-07-11,288.75
2022-07-18,274.29
2022-07-25,260.71
2022-08-01,259.84
2022-08-08,268.04
2022-08-15,272.85
2022-08-22,278.22
2022-08-29,283.09
2022-09-05,287.16
2022-09-12,298.55
2022-09-19,279.78
2022-09-26,315.14
2022-09-30,331.72
2022-10-11,304.84
2022-10-18,314.07
2022-10-25,298.72
2022-11-01,309.94
2022-11-08,287.62
2022-11-15,295.02
2022-11-22,292.62
2022-11-29,283.84
2022-12-06,299.57
2022-12-13,303.25
2022-12-20,310.05
2022-12-27,304.37
2022-12-31,291.88
2023-01-08,311.96
2023-01-15,327.48
2023-01-22,324.56
2023-01-29,250.83
2023-02-07,263.67
2023-02-19,305.5
2023-02-28,314.4
2023-03-07,319.29
2023-03-14,321.77
2023-03-21,310.8
2023-03-28,303.31
2023-04-04,303.34
2023-04-11,315.85
2023-04-18,323.28
2023-04-25,319.23
2023-05-01,320.18
2023-05-06,324.16
2023-05-09,303.16
2023-05-16,297.52
2023-05-23,286.91
2023-05-30,291.71
2023-06-06,290.99
2023-06-13,300.84
2023-06-17,296.17
2023-06-24,303.82
2023-07-03,308.31
2023-07-11,313.42
2023-07-18,315.8
2023-07-25,313.85
2023-08-01,313.73
2023-08-08,300.75
2023-08-15,316.85
2023-08-22,326.72
2023-08-29,328.19
2023-09-05,311.6
2023-09-12,312.41
2023-09-19,323.79
2023-09-26,339.13
2023-09-30,343.0
2023-10-11,323.09
2023-10-18,310.25
2023-11-01,293.85
2023-11-08,296.12
2023-11-15,302.59
2023-11-22,302.44
2023-11-29,301.54
2023-12-06,305.78
2023-12-13,299.06
