Date,Quantity
2023-07-03,4366.2
2023-07-10,4318.63
2023-07-18,4369.18
2023-07-25,4390.4
2023-08-01,4447.07
2023-08-08,4544.19
2023-08-15,4397.95
2023-08-22,4418.86
2023-08-29,4551.04
2023-09-05,4676.05
2023-09-12,4605.52
2023-09-19,4692.42
2023-09-25,4745.19
2023-09-30,4635.94
2023-10-12,4469.69
2023-10-19,4511.84
2023-11-02,4532.66
2023-11-09,4578.11
2023-11-16,4479.81
2023-11-22,4485.59
2023-11-30,4523.39
2023-12-07,4571.33
